frame,tiempo_s,x_mapa_px,y_mapa_px,zoom_relativo,altitud_relativa,rapidez_instantanea_px_s,flujo_x_px,flujo_y_px,puntos_validos,error_LK
0.0,0.0,139.3833770751953,1560.6761474609375,1.0,1.0,397.7933866325467,0.0,0.0,500.0,0.0
1.0,0.03333333333333333,137.6317207529962,1547.5325766386431,0.9983826875686646,1.0016199323680923,203.8692504950057,2.886199951171875,13.55010986328125,485.0,3.504251718521118
2.0,0.06666666666666667,134.7872299581408,1547.8855878475988,0.9950321948255194,1.0049926074757327,70.21334395081881,3.9781951904296875,0.05291748046875,482.0,2.33577823638916
3.0,0.1,133.00606313789478,1546.8156254237422,0.9933879248483466,1.0066560856904545,148.61257562465835,2.9152374267578125,1.4760284423828125,482.0,1.9816467761993408
4.0,0.13333333333333333,130.2590531169652,1539.0734217889478,0.9901101480858757,1.009988638065415,72.12349550151698,3.881195068359375,8.148651123046875,477.0,2.106009006500244
5.0,0.16666666666666666,133.89809045931685,1542.090861708841,0.9884524711536848,1.011682432067611,40.78765681924273,-2.503570556640625,-2.61138916015625,477.0,2.161139488220215
6.0,0.2,128.91504223037944,1536.7096199881091,0.9852759367730867,1.0149441011166238,138.85771369616114,6.1165008544921875,5.78759765625,468.0,2.093785285949707
7.0,0.23333333333333334,125.58815244870765,1538.0116058064398,0.9836317563320746,1.0166406214140158,77.94329866864746,4.46038818359375,-0.896240234375,463.0,2.116284132003784
8.0,0.26666666666666666,128.20598770365694,1531.562004710708,0.9804190032159744,1.0199720698189203,148.17792034408967,-1.4820404052734375,6.8565826416015625,460.0,1.9579436779022217
9.0,0.3,128.92569826378204,1528.7139661149763,0.9788334178116821,1.0216242945971734,28.479137731097655,0.415283203125,3.2545166015625,459.0,2.1618480682373047
10.0,0.3333333333333333,126.96432514470791,1530.1256931442445,0.9756475389618762,1.0249603059154289,50.99741079379677,3.0953216552734375,-1.0059661865234375,458.0,2.1618833541870117
11.0,0.36666666666666664,130.86072485278223,1525.9185236891376,0.9740499563122661,1.02664138889342,128.93290188445013,-2.7604217529296875,4.6140289306640625,458.0,2.0008504390716553
12.0,0.4,133.84728111603232,1524.9771013043433,0.9709218546298327,1.0299490069478903,179.9868159949595,-1.85107421875,1.3477935791015625,458.0,2.4934098720550537
13.0,0.43333333333333335,142.2722147596535,1522.209507044549,0.9693943955191495,1.0315718809829306,218.70994687094694,-7.287933349609375,3.17474365234375,457.0,2.0066609382629395
