frame,tiempo_s,X_mapa_px,Y_mapa_px,Z_relativa,u_LK,v_LK,escala_frame,puntos_validos,error_LK,inliers_mapa,registrado
36,1.2,249.78896351140713,1496.7913106146736,1.0025789070158844,0.08074277639389038,0.0462019219994545,1.0001431703567505,235,58.05817413330078,0,1
37,1.2333333333333334,249.74750051256493,1496.7679559073556,1.002622411101682,0.049609627574682236,-0.13069240748882294,1.0000433921813965,233,57.78508377075195,0,1
38,1.2666666666666666,249.70603751372272,1496.7446012000376,1.0026172716597535,0.06518823653459549,0.014997065998613834,0.9999948740005493,229,57.853721618652344,0,1
39,1.3,249.6645745148805,1496.7212464927195,1.0027253189083054,0.09796807914972305,0.023490050807595253,1.000107765197754,225,58.42803955078125,0,1
40,1.3333333333333333,306.88554742912424,1494.5870519416515,1.0025733909745729,0.11299408972263336,0.09645503759384155,0.999848484992981,224,56.27970886230469,37,1
41,1.3666666666666667,306.84408443028207,1494.5636972343332,1.0027672460265864,0.049631331115961075,-0.03659321740269661,1.0001933574676514,220,62.44589614868164,0,1
42,1.4,306.80262143143983,1494.5403425270151,1.0027668874090734,0.1927684247493744,0.06933252513408661,0.9999996423721313,218,45.86830139160156,0,1
43,1.4333333333333333,306.76115843259765,1494.516987819697,1.0028480544771436,0.06487207859754562,-0.013470644131302834,1.000080943107605,213,57.281375885009766,0,1
44,1.4666666666666666,306.7196954337554,1494.493633112379,1.0028112334454804,0.11400457471609116,0.07192035019397736,0.9999632835388184,211,56.78717041015625,0,1
45,1.5,360.7137243782726,1500.793276451936,1.0029060321663317,0.08229935169219971,0.03978313133120537,1.0000945329666138,209,56.89323806762695,42,1
46,1.5333333333333334,360.6722613794304,1500.769921744618,1.00289850015625,0.025117721408605576,-0.09302137792110443,0.9999924898147583,206,57.165470123291016,0,1
47,1.5666666666666667,360.6307983805882,1500.7465670372997,1.0029978502097547,0.025159288197755814,0.05378730222582817,1.0000990629196167,203,53.89091873168945,0,1
48,1.6,360.58933538174597,1500.7232123299816,1.003090753505464,0.07843933254480362,-0.011648529209196568,1.000092625617981,199,52.824684143066406,0,1
49,1.6333333333333333,360.5478723829038,1500.6998576226636,1.0032426172302862,0.10142196714878082,0.05916338041424751,1.0001513957977295,195,57.48012924194336,0,1
50,1.6666666666666667,424.92544624929593,1506.983265610658,1.0031478973252856,0.025034727528691292,0.04602128639817238,0.9999055862426758,190,61.15773010253906,54,1
51,1.7,424.88398325045375,1506.95991090334,1.003203145386533,0.07099322974681854,-0.07234833389520645,1.0000550746917725,189,58.297664642333984,0,1
52,1.7333333333333334,424.8425202516115,1506.9365561960217,1.0034099184576282,0.07512065023183823,-0.01825537346303463,1.0002061128616333,187,55.235137939453125,0,1
53,1.7666666666666666,424.80105725276934,1506.9132014887036,1.0037119483109846,0.07311355322599411,0.04152388870716095,1.0003010034561157,185,59.659912109375,0,1
54,1.8,424.7595942539271,1506.8898467813856,1.0035099760923818,0.08645603805780411,0.02586711198091507,0.9997987747192383,181,56.39568328857422,0,1
55,1.8333333333333333,489.1971351613349,1522.928870003755,1.0035187089153073,0.08712051808834076,0.04641938582062721,1.0000087022781372,180,50.0743522644043,58,1
56,1.8666666666666667,489.1556721624927,1522.905515296437,1.0034018316242703,0.0658186748623848,-0.043340541422367096,0.9998835325241089,177,54.04119873046875,0,1
57,1.9,489.1142091636505,1522.8821605891187,1.0034558975226762,0.1537475287914276,0.09769894182682037,1.000053882598877,175,49.3997802734375,0,1
58,1.9333333333333333,489.0727461648083,1522.8588058818007,1.0033456067166788,0.057142242789268494,-0.10425977408885956,0.9998900890350342,174,58.91917419433594,0,1
59,1.9666666666666666,489.0312831659661,1522.8354511744826,1.0034967913765043,0.09436644613742828,-0.06084875017404556,1.0001506805419922,172,52.39067840576172,0,1
60,2.0,557.8428475108739,1542.9856804515396,1.0036848436679027,0.04466162249445915,0.025254175066947937,1.0001873970031738,171,60.96759033203125,67,1
61,2.033333333333333,557.8013845120316,1542.9623257442215,1.0037872628328202,0.08748291432857513,-0.007801496889442205,1.0001020431518555,170,53.668025970458984,0,1
62,2.066666666666667,557.7599215131895,1542.9389710369035,1.0037670999936712,0.147149458527565,0.047692302614450455,0.9999799132347107,169,49.44927978515625,0,1
63,2.1,557.7184585143473,1542.9156163295852,1.0036803476805942,0.10776450484991074,-0.05943641811609268,0.9999135732650757,167,48.773521423339844,0,1
64,2.1333333333333333,557.676995515505,1542.8922616222671,1.0038951158786178,0.0200350359082222,-0.11808183789253235,1.0002139806747437,163,55.4667854309082,0,1
65,2.1666666666666665,627.4559670869753,1559.798838555574,1.0038778828768269,0.03510787710547447,3.653875319287181e-05,0.9999828338623047,161,55.859130859375,78,1
66,2.2,627.4145040881332,1559.775483848256,1.0036659445277498,0.08165957778692245,-0.10240267217159271,0.9997888803482056,161,50.452735900878906,0,1
67,2.2333333333333334,627.373041089291,1559.752129140938,1.0036328623246402,0.01841840334236622,-0.08923878520727158,0.9999670386314392,159,58.79060363769531,0,1
68,2.2666666666666666,627.3315780904487,1559.7287744336197,1.0037144584144928,0.1901651918888092,0.0909130796790123,1.0000813007354736,159,41.085845947265625,0,1
69,2.3,627.2901150916065,1559.7054197263017,1.0031233771022456,0.026028834283351898,-0.07691680639982224,0.9994111061096191,159,57.90056610107422,0,1
70,2.3333333333333335,698.3998361747956,1584.8757906049211,1.003128877857001,0.06555536389350891,0.031150680035352707,1.0000054836273193,157,52.394309997558594,68,1
71,2.3666666666666667,698.3583731759534,1584.852435897603,1.0029814926958445,0.10119681805372238,-0.1759132295846939,0.9998530745506287,157,42.620872497558594,0,1
72,2.4,698.3169101771111,1584.829081190285,1.0026767222470547,0.030884623527526855,-0.09747154265642166,0.9996961355209351,154,54.489585876464844,0,1
73,2.433333333333333,698.2754471782689,1584.805726482967,1.0025579110376248,0.06504489481449127,0.015063519589602947,0.9998815059661865,153,51.84321975708008,0,1
74,2.466666666666667,698.2339841794268,1584.7823717756487,1.0026371489630372,0.03137845918536186,-0.023111477494239807,1.0000790357589722,152,60.446807861328125,0,1
75,2.5,764.0242472548033,1609.8434897245806,1.0029390657337673,0.10519035905599594,0.02791159227490425,1.0003011226654053,152,52.6019287109375,64,1
76,2.533333333333333,763.9827842559611,1609.8201350172626,1.0027682149889319,0.08166670799255371,-0.0439034029841423,0.9998296499252319,151,63.02880859375,0,1
77,2.566666666666667,763.9413212571188,1609.7967803099446,1.0028847657932625,0.08175860345363617,0.08814533799886703,1.000116229057312,149,59.786529541015625,0,1
78,2.6,763.8998582582767,1609.7734256026265,1.0027612673578767,0.07840922474861145,-0.07511075586080551,0.999876856803894,147,58.95558547973633,0,1
79,2.6333333333333333,763.8583952594345,1609.7500708953082,1.0028447052017497,0.14061160385608673,-0.11159417033195496,1.0000832080841064,146,46.73371505737305,0,1
80,2.6666666666666665,831.602027475436,1650.3900462661152,1.0023787055196955,0.03906950354576111,-0.03315569832921028,0.999535322189331,142,56.70337677001953,66,1
81,2.7,831.5605644765938,1650.3666915587971,1.0013646891662027,0.06145075708627701,-0.0018251205328851938,0.9989883899688721,140,57.771888732910156,0,1
82,2.7333333333333334,831.5191014777516,1650.343336851479,1.0012943790740017,0.19031895697116852,0.0955222025513649,0.9999297857284546,140,40.60212707519531,0,1
83,2.7666666666666666,831.4776384789094,1650.319982144161,1.0013692200459101,0.07058695703744888,-0.08197352290153503,1.0000747442245483,136,55.97895050048828,0,1
84,2.8,831.4361754800672,1650.296627436843,1.0013280962150783,0.1309133917093277,-0.061164237558841705,0.9999589323997498,135,47.65929412841797,0,1
85,2.8333333333333335,894.9620342585687,1682.2967102295247,1.0010640550596415,0.05015652999281883,-0.0307519119232893,0.9997363090515137,135,57.052310943603516,58,1
86,2.8666666666666667,894.9205712597266,1682.2733555222067,1.000713206823334,0.03472616896033287,-0.034883663058280945,0.9996495246887207,132,55.37526321411133,0,1
87,2.9,894.8791082608843,1682.2500008148886,1.000593494982818,0.10946917533874512,-0.10572382807731628,0.9998803734779358,131,46.0195198059082,0,1
88,2.933333333333333,894.8376452620421,1682.2266461075706,1.0000192808718655,0.07792945206165314,0.01012303028255701,0.9994261264801025,128,58.75910186767578,0,1
89,2.966666666666667,894.7961822631999,1682.2032914002525,1.0000194000834535,0.09012853354215622,-0.04780237376689911,1.0000001192092896,127,55.94264602661133,0,1
90,3.0,956.3792309831077,1727.9276173569967,1.0001952371967293,0.015790773555636406,-0.02364334464073181,1.0001758337020874,126,48.65780258178711,64,1
91,3.033333333333333,956.3377679842655,1727.9042626496787,1.0006404515893548,0.11954829841852188,-0.12936794757843018,1.0004451274871826,126,41.26103973388672,0,1
92,3.066666666666667,956.2963049854233,1727.8809079423606,0.9995644354978218,0.018552061170339584,-0.0038927639834582806,0.9989246726036072,124,51.15447235107422,0,1
93,3.1,956.254841986581,1727.8575532350426,0.9993329127352643,0.0558038093149662,-0.1294853836297989,0.9997683763504028,123,60.01817321777344,0,1
94,3.1333333333333333,956.2133789877389,1727.8341985277245,0.9992298059223136,0.016485553234815598,-0.1051856204867363,0.9998968243598938,121,57.345340728759766,0,1
95,3.1666666666666665,1006.9816694068654,1775.5513223360313,0.9990216481342933,0.07721005380153656,-0.18458840250968933,0.99979168176651,120,50.943973541259766,62,1
96,3.2,1006.9402064080232,1775.5279676287132,0.9987594060949476,0.02870384231209755,-0.04534459859132767,0.9997375011444092,119,50.5028076171875,0,1
97,3.2333333333333334,1006.898743409181,1775.5046129213952,0.9988764434503934,0.050914231687784195,-0.15492777526378632,1.0001171827316284,119,47.848636627197266,0,1
98,3.2666666666666666,1006.8572804103388,1775.4812582140771,0.9981239467686573,0.008911770768463612,0.006814928725361824,0.9992466568946838,116,62.45903778076172,0,1
99,3.3,1006.8158174114966,1775.457903506759,0.9982600663483425,0.13690805435180664,-0.0944589376449585,1.000136375427246,116,44.173370361328125,0,1
100,3.3333333333333335,1057.6886610532795,1825.2996611041285,0.9982412640523617,0.06850491464138031,-0.06620567291975021,0.999981164932251,115,64.0854721069336,46,1
101,3.3666666666666667,1057.6471980544372,1825.2763063968102,0.9982159766305855,0.008806800469756126,-0.06623217463493347,0.9999746680259705,114,62.85247039794922,0,1
102,3.4,1057.605735055595,1825.2529516894922,0.9978901043938565,0.042390648275613785,-0.06189780309796333,0.9996735453605652,111,64.97056579589844,0,1
103,3.433333333333333,1057.5642720567528,1825.2295969821741,0.9979464903770235,0.1672670990228653,-0.19845397770404816,1.000056505203247,111,15.485086441040039,0,1
104,3.466666666666667,1057.5228090579105,1825.206242274856,0.9979906262036029,0.03939620405435562,-0.04150804132223129,1.0000442266464233,108,57.24458694458008,0,1
105,3.5,1104.1812972309433,1881.073024286288,0.9980847312786436,-0.005338537506759167,-0.027404876425862312,1.0000942945480347,107,63.65379333496094,46,1
106,3.533333333333333,1104.139834232101,1881.0496695789698,0.9981451736122811,0.03707499802112579,-0.17001110315322876,1.0000605583190918,107,48.839324951171875,0,1
107,3.566666666666667,1104.0983712332588,1881.0263148716517,0.9982060955589127,0.05456722527742386,-0.10375462472438812,1.00006103515625,102,61.88298797607422,0,1
108,3.6,1104.0569082344168,1881.0029601643337,0.9980353371032634,0.01130484789609909,-0.02249850332736969,0.9998289346694946,101,54.9459342956543,0,1
109,3.6333333333333333,1104.0154452355746,1880.9796054570156,0.9978915557148746,0.1468248814344406,-0.20129843056201935,0.9998559355735779,101,33.864192962646484,0,1
110,3.6666666666666665,1137.9078201273574,1933.9289069996976,0.9978462922174088,0.138020321726799,-0.12108806520700455,0.9999546408653259,101,50.726810455322266,54,1
111,3.7,1137.8663571285151,1933.9055522923795,0.9975417736956139,0.07534664869308472,0.008477428928017616,0.99969482421875,98,55.716575622558594,0,1
112,3.7333333333333334,1137.8248941296729,1933.8821975850612,0.9975548544826892,0.14398132264614105,-0.07500109821557999,1.0000131130218506,97,52.170249938964844,0,1
113,3.7666666666666666,1137.7834311308306,1933.8588428777432,0.9975979027282769,0.008124765940010548,-0.03922659903764725,1.0000431537628174,97,56.980255126953125,0,1
114,3.8,1137.7419681319884,1933.8354881704252,0.9975474794028865,0.0690419003367424,-0.07615812122821808,0.9999494552612305,95,51.80500793457031,0,1
115,3.8333333333333335,1178.0394943909587,2004.217406900607,0.9967931893392844,0.05929515138268471,-0.11788269132375717,0.9992438554763794,92,55.90557098388672,54,1
116,3.8666666666666667,1177.9980313921167,2004.194052193289,0.9973172164442565,0.07218529284000397,-0.1802886575460434,1.000525712966919,92,48.06671142578125,0,1
117,3.9,1177.9565683932744,2004.1706974859708,0.9973325531867675,0.0624690055847168,-0.057480018585920334,1.000015377998352,89,58.849098205566406,0,1
118,3.933333333333333,1177.9151053944322,2004.1473427786527,0.9973707172957083,-0.032944440841674805,-0.19253017008304596,1.0000382661819458,89,30.114620208740234,0,1
119,3.966666666666667,1177.87364239559,2004.1239880713347,0.9970611124902581,0.03144928067922592,-0.009719113819301128,0.9996895790100098,86,62.005619049072266,0,1
120,4.0,1202.4310563498727,2070.096849184329,0.9973794167499456,0.06983019411563873,-0.0845990926027298,1.000319242477417,84,43.70799255371094,51,1
121,4.033333333333333,1202.3895933510305,2070.073494477011,0.9982036100030944,0.1263628453016281,-0.08528266102075577,1.000826358795166,83,48.77373504638672,0,1
122,4.066666666666666,1202.3481303521883,2070.050139769693,0.9980177395894543,0.17258265614509583,-0.14415790140628815,0.9998137950897217,83,45.725406646728516,0,1
123,4.1,1202.306667353346,2070.026785062375,0.9978862149537678,0.09946057945489883,-0.019764769822359085,0.9998682141304016,81,51.02870559692383,0,1
124,4.133333333333334,1202.265204354504,2070.003430355057,0.9981786120137278,0.1682315170764923,-0.1035260334610939,1.0002930164337158,81,42.18513870239258,0,1
125,4.166666666666667,1222.1651476056618,2136.6202123664884,0.998157907377334,0.04652531445026398,-0.18720325827598572,0.9999792575836182,79,47.66685104370117,47,1
126,4.2,1222.1236846068196,2136.5968576591704,0.9990202256969841,0.05886462703347206,-0.07283255457878113,1.0008639097213745,77,43.54374313354492,0,1
127,4.233333333333333,1222.0822216079773,2136.5735029518523,0.9990293958188182,0.040499746799468994,-0.15645731985569,1.0000091791152954,77,48.09136962890625,0,1
128,4.266666666666667,1222.040758609135,2136.5501482445343,0.9993264152186009,-0.08228345215320587,-0.10323768109083176,1.0002973079681396,77,41.078487396240234,0,1
129,4.3,1221.9992956102928,2136.5267935372162,0.9990523589725335,0.028732139617204666,-0.06403836607933044,0.9997257590293884,77,55.64619064331055,0,1
130,4.333333333333333,1249.3753130802006,2203.010030626773,0.998638499253802,0.08139307796955109,-0.04621357470750809,0.999585747718811,74,56.3397216796875,60,1
131,4.366666666666666,1249.3338500813584,2202.986675919455,0.9987411177557461,0.04022190719842911,-0.1657104343175888,1.0001027584075928,73,46.92573928833008,0,1
132,4.4,1249.2923870825164,2202.963321212137,0.9986286067937035,0.034705016762018204,-0.208401158452034,0.9998873472213745,73,39.97946548461914,0,1
133,4.433333333333334,1249.2509240836741,2202.939966504819,0.9986215235682023,0.013376126065850258,-0.09694896638393402,0.9999929070472717,73,63.56816101074219,0,1
134,4.466666666666667,1249.209461084832,2202.916611797501,0.9983639102696668,-0.006881783250719309,0.03176812082529068,0.9997420310974121,71,51.57341384887695,0,1
135,4.5,1268.9175098047397,2267.391792246433,0.9984336526216062,0.07052719593048096,-0.09825747460126877,1.0000698566436768,70,41.5202751159668,55,1
136,4.533333333333333,1268.8760468058974,2267.3684375391144,0.9983277225375168,0.0548250637948513,-0.1587928980588913,0.9998939037322998,69,45.032630920410156,0,1
137,4.566666666666666,1268.8345838070552,2267.3450828317964,0.9985149251708442,-0.02018355391919613,-0.13033853471279144,1.0001875162124634,69,40.836612701416016,0,1
138,4.6,1268.793120808213,2267.3217281244783,0.9977882927712011,0.027380265295505524,-0.20054279267787933,0.9992722868919373,69,46.7817497253418,0,1
139,4.633333333333334,1268.7516578093707,2267.2983734171603,0.9977479702014435,0.07788816094398499,-0.13034699857234955,0.9999595880508423,69,48.9361572265625,0,1
140,4.666666666666667,1277.8660785995912,2336.4715519129672,0.9979594469912777,0.05514049902558327,-0.1087554395198822,1.0002119541168213,68,49.26631546020508,55,1
141,4.7,1277.824615600749,2336.448197205649,0.9973195881630141,0.0904618352651596,-0.07887563854455948,0.9993588328361511,67,36.69683837890625,0,1
142,4.733333333333333,1277.7831526019067,2336.424842498331,0.9971594436568868,0.08744589239358902,-0.09208609163761139,0.9998394250869751,65,47.707130432128906,0,1
143,4.766666666666667,1277.7416896030645,2336.401487791013,0.9970885967382539,0.1311865895986557,-0.0829082503914833,0.9999289512634277,65,52.30826950073242,0,1
144,4.8,1277.7002266042223,2336.378133083695,0.9972489418773998,-0.012415841221809387,-0.13377510011196136,1.000160813331604,65,46.259613037109375,0,1
145,4.833333333333333,1292.728831964755,2393.026165095127,0.9971875396663917,0.08316107094287872,-0.1624811589717865,0.999938428401947,65,37.983619689941406,51,1
146,4.866666666666666,1292.6873689659128,2393.002810387809,0.9965233905269736,0.04421330615878105,-0.14020554721355438,0.9993339776992798,64,42.712093353271484,0,1
147,4.9,1292.6459059670706,2392.9794556804904,0.9962581216371832,0.10056038200855255,-0.06567470729351044,0.9997338056564331,64,45.62620162963867,0,1
148,4.933333333333334,1292.6044429682286,2392.9561009731724,0.9962780738586287,0.0789330005645752,-0.10319268703460693,1.0000200271606445,64,44.556922912597656,0,1
149,4.966666666666667,1292.5629799693863,2392.9327462658543,0.99566530273831,0.054955460131168365,-0.07205113023519516,0.9993849396705627,61,62.29266357421875,0,1
150,5.0,1303.883333376794,2453.3046552304113,0.9957412659724667,0.0019745812751352787,-0.3282122015953064,1.0000762939453125,61,29.14220428466797,45,1
151,5.033333333333333,1303.8418703779519,2453.2813005230933,0.9961967240457891,0.12724091112613678,-0.1255142241716385,1.0004574060440063,61,53.84791946411133,0,1
152,5.066666666666666,1303.8004073791096,2453.257945815775,0.9963026543119129,0.07945698499679565,-0.18567071855068207,1.0001063346862793,61,43.80009460449219,0,1
153,5.1,1303.7589443802674,2453.234591108457,0.996189170979971,-0.034829236567020416,-0.13564899563789368,0.9998860955238342,61,53.43284606933594,0,1
154,5.133333333333334,1303.7174813814252,2453.211236401139,0.9959078997545822,0.13950301706790924,-0.23935827612876892,0.999717652797699,61,35.74362564086914,0,1
155,5.166666666666667,1301.7523123278954,2511.013565287571,0.9958135161833979,-0.16851811110973358,-0.11827120184898376,0.9999052286148071,61,41.208431243896484,47,1
156,5.2,1301.7108493290534,2510.990210580253,0.9954855198405941,0.05369739979505539,-0.08791142702102661,0.9996706247329712,60,53.455806732177734,0,1
157,5.233333333333333,1301.6693863302112,2510.966855872935,0.9950942611527505,0.08179666846990585,-0.15554243326187134,0.9996069669723511,60,41.68815231323242,0,1
158,5.266666666666667,1301.627923331369,2510.9435011656165,0.9948570121929343,0.06015022099018097,-0.15082484483718872,0.9997615814208984,60,49.201507568359375,0,1
159,5.3,1301.5864603325267,2510.9201464582984,0.9948081505595116,0.04243730753660202,-0.11079584062099457,0.9999508857727051,60,61.83047103881836,0,1
160,5.333333333333333,1313.1419211618095,2567.6135886259804,0.994868631649674,-0.025089511647820473,-0.24887794256210327,1.000060796737671,60,35.032962799072266,42,1
161,5.366666666666666,1313.1004581629672,2567.5902339186623,0.9947505677560211,0.06359066069126129,-0.11081617325544357,0.9998813271522522,60,58.15279769897461,0,1
162,5.4,1313.058995164125,2567.5668792113443,0.9946119436346286,0.02636907808482647,-0.1893303394317627,0.9998606443405151,60,44.26929473876953,0,1
163,5.433333333333334,1313.0175321652828,2567.543524504026,0.9947114213335161,0.07767623662948608,-0.09462334960699081,1.000100016593933,60,49.514320373535156,0,1
164,5.466666666666667,1312.9760691664408,2567.520169796708,0.9945500355297647,-0.06556521356105804,-0.18839842081069946,0.9998377561569214,60,44.654075622558594,0,1
165,5.5,1310.9934440582235,2617.506336573765,0.9944439246849381,-0.13719424605369568,-0.17245537042617798,0.999893307685852,60,38.92451095581055,43,1
166,5.533333333333333,1310.9519810593813,2617.482981866447,0.9948768581600689,-0.020047593861818314,-0.0729014128446579,1.0004353523254395,60,58.25829315185547,0,1
167,5.566666666666666,1310.910518060539,2617.459627159129,0.9949221628113074,-0.013430669903755188,-0.1629182994365692,1.0000455379486084,60,46.54651641845703,0,1
168,5.6,1310.8690550616968,2617.436272451811,0.9948649957005693,0.022629525512456894,-0.23278722167015076,0.9999425411224365,60,13.78492546081543,0,1
169,5.633333333333334,1310.8275920628546,2617.4129177444925,0.9947335900591046,-0.02583031728863716,-0.2528579831123352,0.9998679161071777,60,19.328853607177734,0,1
170,5.666666666666667,1319.1126671499499,2659.8207153809244,0.9947845800974667,0.008724718354642391,-0.10975892096757889,1.0000512599945068,59,52.6411247253418,38,1
171,5.7,1319.0712041511076,2659.7973606736064,0.9945230945209426,0.008581631816923618,-0.23307257890701294,0.9997371435165405,59,28.947725296020508,0,1
172,5.733333333333333,1319.0297411522656,2659.7740059662883,0.9948007535899285,0.012164745479822159,-0.18983222544193268,1.000279188156128,59,45.57530212402344,0,1
173,5.766666666666667,1318.9882781534234,2659.7506512589703,0.9948313496786271,-0.17058946192264557,-0.14298835396766663,1.000030755996704,59,40.236671447753906,0,1
174,5.8,1318.9468151545811,2659.727296551652,0.9948020571734378,0.15787169337272644,-0.14365555346012115,0.999970555305481,59,45.41436004638672,0,1
175,5.833333333333333,1317.3090386791764,2694.112144969334,0.994904281448703,-0.1796523630619049,-0.21474285423755646,1.0001027584075928,59,24.121553421020508,36,1
176,5.866666666666666,1317.2675756803342,2694.088790262016,0.9948505548185522,0.013298256322741508,-0.16023674607276917,0.9999459981918335,59,61.38525390625,0,1
177,5.9,1317.226112681492,2694.065435554698,0.9948603982390637,0.08501922339200974,-0.26247504353523254,1.0000098943710327,59,30.558992385864258,0,1
178,5.933333333333334,1317.1846496826497,2694.04208084738,0.9945311147756201,-0.09509853273630142,-0.18863840401172638,0.9996690154075623,59,40.75563430786133,0,1
179,5.966666666666667,1317.1431866838075,2694.018726140062,0.9946148162630458,0.20025227963924408,-0.21825964748859406,1.0000841617584229,59,23.346315383911133,0,1
180,6.0,1315.2167139193405,2725.6770120577435,0.9945455136612189,-0.19453297555446625,-0.16552479565143585,0.9999303221702576,59,24.911781311035156,39,1
