frame,tiempo_s,x_mapa_px,y_mapa_px,zoom_relativo,altitud_relativa,rapidez_instantanea_px_s,flujo_x_px,flujo_y_px,puntos_validos,error_LK
0.0,0.0,139.38186645507812,1560.67431640625,1.0,1.0,532.4500325656785,0.0,0.0,500.0,0.0
1.0,0.03333333333333333,156.3419258311212,1565.9049722546729,1.0110723972320557,0.9890488581605354,299.2419151214583,-15.6351318359375,-5.564453125,379.0,55.355865478515625
2.0,0.06666666666666667,158.94634861048456,1556.7740558374708,1.0077121027828895,0.9923469185677221,275.578904714786,-1.28326416015625,8.796966552734375,374.0,2.9458260536193848
3.0,0.1,160.87817922676197,1548.1018796546437,1.0059695767396035,0.9940658476383041,231.48930996311216,-0.610870361328125,8.33837890625,369.0,3.212230682373047
4.0,0.13333333333333333,163.44399726979722,1542.011368510879,1.0026815849947222,0.997325586671928,188.60463557542926,-1.244720458984375,5.756805419921875,367.0,3.228741407394409
5.0,0.16666666666666666,165.3707619681059,1536.358235296802,1.0009558258790079,0.9990450868516915,146.77561485267512,-0.6058197021484375,5.3193206787109375,364.0,3.2199900150299072
6.0,0.2,167.90049297500835,1533.3000727858498,0.9977145892428145,1.0022906458237921,109.12825448325081,-1.20867919921875,2.724273681640625,363.0,3.335317373275757
7.0,0.23333333333333334,169.83029417234047,1530.6100743373977,0.996068622212226,1.0039468945212253,97.07008811573459,-0.608917236328125,2.35589599609375,363.0,3.2925877571105957
8.0,0.26666666666666666,172.33822036967257,1528.5899977639456,0.992858469204539,1.0071928991059347,86.65933607646309,-1.186859130859375,1.686004638671875,363.0,3.308319091796875
9.0,0.3,174.2652139498172,1526.9075676748687,0.9911677258496717,1.0089109783540993,71.43822761018777,-0.606109619140625,1.3482666015625,363.0,3.37237811088562
10.0,0.3333333333333333,176.76314564031338,1526.828775281104,0.9879821111378347,1.0121640753680494,67.34997472496947,-1.1768798828125,-0.255615234375,363.0,3.350623607635498
11.0,0.36666666666666664,178.684768126708,1526.115339332652,0.9863025572838603,1.0138876682565445,67.7542205464132,-0.6007080078125,0.379150390625,363.0,3.3312783241271973
12.0,0.4,181.21327843048545,1526.0547354154498,0.9831568587640521,1.0171316927566592,66.48881764468845,-1.207427978515625,-0.273681640625,363.0,3.6921768188476562
13.0,0.43333333333333335,183.11276041395038,1526.3171295451227,0.9815140463106277,1.0188341203662428,67.71985305819513,-0.57855224609375,-0.596923828125,363.0,3.356646776199341
14.0,0.4666666666666667,185.5826769677278,1527.190729729483,0.9783866038381892,1.0220908545528138,67.80151969989706,-1.148895263671875,-1.208038330078125,363.0,3.350694417953491
15.0,0.5,187.48533277931773,1527.4625232732185,0.9767551446241589,1.0237980373113729,81.75631251504817,-0.581695556640625,-0.606292724609375,363.0,3.4708757400512695
16.0,0.5333333333333333,190.91217377157173,1528.3324613482039,0.9736679581056099,1.0270441701148534,248.876366390482,-2.105621337890625,-1.2044677734375,363.0,3.519061803817749
17.0,0.5666666666666667,203.94451403140386,1529.5557929778768,0.9716300544183188,1.029198299756861,390.5135259369717,-11.709197998046875,-1.55712890625,363.0,3.0797903537750244
18.0,0.6,216.86241337326723,1530.4220689434871,0.9685805525137448,1.0324386520095956,386.7248890749776,-11.594940185546875,-1.200103759765625,363.0,3.2280328273773193
19.0,0.6333333333333333,229.64322775419308,1531.622207213785,0.9674796051851512,1.0336135197481762,393.99803533288247,-11.457855224609375,-1.534088134765625,363.0,3.767219305038452
20.0,0.6666666666666666,242.95944252574395,1533.4013249762704,0.9639684785047229,1.0373783192072505,393.1852325868709,-11.993255615234375,-2.113037109375,363.0,3.344104290008545
